Cohort1_AD	71722
Cohort1_MCI	64062
Cohort1_NC	65625
Cohort1_SCD	67075
Cohort1_SCS	60709
Cohort2_Disease_AD	71722
Cohort2_Healthy_NC	65625
Cohort3_AD	134176
Cohort3_MCI	117296
Cohort3_NC	73123
Cohort3_SCD	103544
Cohort3_SCS	91524
Cohort4_Disease_AD	134176
Cohort4_Healthy_NC	73123
